userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (2687,0.7867037057876587) (261,0.6922585368156433) (1125,0.6110833287239075) (1057,0.5951187014579773) (318,0.575461208820343) (708,0.5592771172523499) (2870,0.5332530736923218) (1654,0.5178988575935364) (2110,0.5073267817497253) (2124,0.4916037619113922) (920,0.4803987741470337) (2245,0.4681268334388733) (492,0.46188873052597046) (1643,0.4594762325286865) (2132,0.45333197712898254) (1290,0.4490864872932434) (2141,0.44360020756721497) (915,0.44146668910980225) (2083,0.4350317716598511) (2762,0.43454471230506897)*
2189: (3578,0.819815993309021) (2706,0.796615481376648) (3219,0.7739372253417969) (2392,0.7280229926109314) (1911,0.7223458886146545) (1915,0.7090358138084412) (2574,0.6885209679603577) (3285,0.6840118169784546) (3753,0.677912175655365) (2707,0.6756623983383179) (3157,0.6747496128082275) (2720,0.6644806265830994) (2546,0.661491334438324) (3793,0.646155834197998) (2841,0.6347649693489075) (2485,0.6339156031608582) (2541,0.6334726214408875) (2699,0.6327261924743652) (260,0.6309582591056824) (2491,0.6307594776153564)
2190: (2687,0.5736218690872192) (2294,0.4865965247154236) (2294,0.4865965247154236) (261,0.4851759374141693) (708,0.4740382432937622) (1057,0.4505656957626343) (2297,0.43728402256965637) (2124,0.42302605509757996) (318,0.41841602325439453)* (2858,0.41831642389297485) (3285,0.4103090763092041) (492,0.40524497628211975) (1125,0.40065455436706543) (1654,0.39198124408721924) (2443,0.38947197794914246) (150,0.3891013264656067)* (3784,0.37720435857772827) (3510,0.3731335401535034) (2106,0.3699814975261688) (3219,0.3694492280483246)
2191: (2687,0.5446698069572449) (2294,0.45594537258148193) (2294,0.45594537258148193) (2762,0.4501824676990509) (260,0.4385119080543518) (648,0.42547184228897095) (1246,0.40211203694343567) (2997,0.3956696391105652) (3160,0.3927839696407318) (318,0.3915465772151947)* (1639,0.386829137802124) (2712,0.3825022280216217) (527,0.37783944606781006) (527,0.37783944606781006) (3203,0.37465330958366394) (3952,0.3706825077533722) (3618,0.36916717886924744) (3578,0.3676232099533081) (2692,0.3675888776779175) (1476,0.36323845386505127)
2192: (2687,0.6298325061798096) (2989,0.5240823030471802) (2858,0.5226908326148987) (2294,0.5017885565757751) (2294,0.5017885565757751) (3157,0.4546467661857605) (1848,0.4433839023113251) (3701,0.44097793102264404) (1019,0.4385484755039215) (3203,0.4334912598133087) (2762,0.4289754629135132)* (2124,0.41556239128112793) (1376,0.41084006428718567) (1573,0.4084843695163727)* (2011,0.40773576498031616) (828,0.40754157304763794) (1610,0.4062642455101013)* (3175,0.40108782052993774) (648,0.3979451060295105) (3751,0.39625075459480286)
2193: (2762,0.8668399453163147)* (3752,0.8626041412353516) (3785,0.84126877784729) (3285,0.8196456432342529) (3177,0.7791160345077515) (3826,0.7714744806289673) (3797,0.7531611919403076) (2605,0.7422205209732056) (2712,0.7307514548301697) (3484,0.729155957698822) (3409,0.7259220480918884) (2706,0.7240996360778809) (3354,0.720615029335022) (2707,0.7144665718078613) (3624,0.7115529179573059) (3316,0.7106136083602905) (2840,0.706794798374176) (223,0.6970406174659729) (3597,0.688967227935791) (3579,0.6870449185371399)
2194: (3701,0.6285252571105957) (3770,0.5630972385406494) (2009,0.5611749887466431) (2989,0.5467252135276794) (1374,0.5247604846954346) (3771,0.5057879090309143) (1371,0.5011624693870544) (2554,0.500442385673523) (3153,0.4997982382774353) (1334,0.4937850534915924) (1376,0.49300241470336914) (2450,0.4917515516281128) (2993,0.4865870177745819) (2756,0.4859158992767334) (3344,0.481733500957489) (1215,0.4812631607055664) (3704,0.4790754020214081) (2615,0.47882434725761414) (3032,0.475894957780838) (2288,0.47535574436187744)
2195: (2687,0.6490756273269653) (2294,0.55500727891922) (2294,0.55500727891922) (2124,0.5478306412696838) (886,0.5353281497955322) (2153,0.5175879597663879) (1389,0.5097877979278564) (276,0.5072595477104187) (2411,0.5063713192939758) (3869,0.5043987035751343) (2694,0.4996187090873718) (708,0.4994395077228546) (405,0.49943438172340393) (442,0.4984903931617737) (2450,0.49430036544799805) (1461,0.490167498588562) (1431,0.48018965125083923) (1503,0.4779938757419586) (3804,0.47472238540649414) (2965,0.47373199462890625)
2196: (3285,0.7684067487716675) (3752,0.767175555229187) (2762,0.763315737247467) (2605,0.7229415774345398) (3579,0.7193487286567688) (2707,0.7096959948539734) (2694,0.6976359486579895) (3381,0.6861870884895325) (2712,0.6781702637672424)* (3238,0.6733167767524719) (2975,0.6707528829574585) (3484,0.6670656204223633) (2714,0.6642943024635315) (3578,0.6634052991867065) (3617,0.6627955436706543) (3826,0.6625852584838867) (3785,0.6583370566368103) (3618,0.6523348689079285) (2706,0.6485733389854431)* (2546,0.6463878154754639)
2197: (2687,0.7797555327415466) (915,0.6824378967285156) (2858,0.6762473583221436) (492,0.6729509830474854) (318,0.615547239780426) (1057,0.5743440389633179) (1125,0.5537205338478088) (2762,0.5485642552375793) (2132,0.5329163670539856) (1022,0.5326771140098572) (2294,0.5316133499145508) (2294,0.5316133499145508) (921,0.5279262065887451) (261,0.5252217650413513) (2110,0.5084099173545837) (1186,0.50403892993927) (1035,0.4943363666534424) (1035,0.4943363666534424) (708,0.4891379475593567) (345,0.48548078536987305)
2198: (2687,0.6336166858673096) (708,0.540679931640625) (2124,0.4702446460723877) (276,0.469260036945343) (2144,0.45359039306640625) (356,0.45079371333122253) (1593,0.4481145441532135) (2294,0.4340088963508606) (2294,0.4340088963508606) (2141,0.43271368741989136) (3397,0.42747876048088074) (289,0.421908974647522) (1894,0.4185081422328949) (2420,0.4169774651527405) (3385,0.412170946598053) (2378,0.409056693315506) (153,0.40839970111846924) (2497,0.4062972664833069) (1409,0.4039895534515381) (1297,0.4033529758453369)
2199: (3556,1.150490641593933) (3568,1.008963942527771) (2759,1.005882978439331)* (3219,0.9910774230957031) (3183,0.9907652735710144) (2492,0.977841854095459) (3554,0.9656516313552856) (233,0.9646787047386169)* (3787,0.9587457776069641) (3831,0.9516037702560425) (3783,0.9343568682670593) (2188,0.929122805595398) (2337,0.9231729507446289) (3567,0.9207420945167542) (3756,0.9184271097183228) (1659,0.9148440361022949) (2690,0.9123340249061584)* (3885,0.9082403779029846) (2433,0.9052648544311523) (3786,0.9000632762908936)*
2200: (2901,0.6817587018013) (748,0.6543447971343994)* (1573,0.6534601449966431) (3701,0.597834587097168) (382,0.5924360752105713) (3660,0.5838994383811951) (1327,0.579547643661499) (504,0.5704038739204407) (2120,0.5667806267738342) (611,0.566673994064331) (1374,0.5629774332046509) (3802,0.5610429048538208) (76,0.5589372515678406) (1590,0.5588725805282593) (188,0.5523422956466675) (2974,0.5472647547721863) (303,0.5461534261703491) (3026,0.54422926902771) (2989,0.5352691411972046) (519,0.5352151989936829)
2201: (1125,0.7493706345558167) (2124,0.7342504858970642) (2687,0.6687218546867371) (2110,0.6339046955108643) (1848,0.5999929904937744) (2870,0.5904139280319214) (1019,0.5659631490707397) (2670,0.5544841885566711) (2989,0.5481323003768921) (1017,0.5449219942092896)* (940,0.5363091826438904) (3040,0.5352687835693359) (2747,0.5260093212127686) (2286,0.5156005620956421) (1297,0.5129464268684387) (1022,0.5091133713722229) (3701,0.5053332448005676) (2944,0.49706998467445374) (2399,0.49448150396347046) (1334,0.4936865568161011)
2202: (2485,0.6189367771148682) (2858,0.6147344708442688) (2718,0.6121198534965515) (3453,0.610602080821991) (2687,0.5976479053497314) (276,0.5924853086471558) (3646,0.5787214040756226) (489,0.5739697217941284) (708,0.5644301176071167) (3511,0.5534049272537231) (3594,0.5364460349082947) (3285,0.5332865715026855) (27,0.526776134967804) (2558,0.5256946682929993) (3325,0.5247213840484619) (2759,0.5210534334182739) (2907,0.519858181476593) (1489,0.5167895555496216) (118,0.5144373178482056) (1513,0.5103613138198853)
2203: (2124,0.5721307992935181) (2110,0.5655843019485474) (2687,0.48405328392982483) (2870,0.4796484112739563)* (2473,0.4654187560081482) (1848,0.4376729130744934) (416,0.43552303314208984) (2989,0.4333907961845398) (3401,0.4300246834754944) (276,0.428469181060791)* (3705,0.42784565687179565) (3040,0.41599416732788086) (2737,0.4152272939682007) (261,0.41142264008522034) (2735,0.41113579273223877) (1440,0.40561583638191223) (2429,0.4053456783294678) (1713,0.40266212821006775) (2399,0.4003118872642517) (1010,0.3992888927459717)
2204: (2554,1.2633939981460571) (2901,1.1878341436386108) (3847,1.1586766242980957) (3935,1.1246697902679443) (3344,1.1099523305892944) (3923,1.0670324563980103) (1434,1.0552548170089722) (1331,1.0517163276672363) (3936,1.0504862070083618) (1346,1.0317422151565552) (2553,1.028680682182312) (3780,1.027563452720642) (3676,1.0088558197021484) (1329,0.989668071269989) (960,0.9846382737159729) (3550,0.970949113368988) (2645,0.9614615440368652) (2638,0.9560306668281555) (3627,0.947277843952179) (3834,0.931063175201416)
2205: (915,0.4728754162788391) (492,0.46840694546699524) (1238,0.44868847727775574) (1186,0.43429258465766907) (2687,0.4282224774360657) (1125,0.41239655017852783) (2065,0.40055444836616516) (921,0.391433447599411) (1963,0.39133188128471375) (2132,0.3906962275505066) (2124,0.3827718198299408) (2303,0.37710654735565186)* (1057,0.37680304050445557) (2110,0.3723617494106293) (272,0.3699556291103363)* (1096,0.3680294156074524) (948,0.36203324794769287) (1081,0.3576505184173584) (2747,0.35570797324180603) (1162,0.35552507638931274)
2206: (1057,0.728327751159668) (492,0.7165136933326721) (45,0.6352699995040894) (272,0.5875587463378906) (261,0.5810105800628662) (1186,0.5793309807777405) (373,0.5770795941352844) (1643,0.5714954137802124) (1476,0.5706376433372498) (1633,0.5688187479972839) (708,0.5620907545089722) (1683,0.5382532477378845) (764,0.5347224473953247) (319,0.5227349400520325) (372,0.520843505859375) (187,0.49910488724708557) (1759,0.4979953169822693) (527,0.49484312534332275)* (527,0.49484312534332275)* (305,0.49276989698410034)
2207: (2858,0.6539263725280762)* (3785,0.6419580578804016) (3515,0.5971591472625732) (3826,0.5918558239936829) (3952,0.5907514691352844) (3863,0.5847005248069763) (3300,0.571260392665863) (3617,0.5674067735671997) (2687,0.5588938593864441) (3752,0.5580251216888428) (998,0.5571745038032532) (2712,0.553752064704895) (3326,0.5459983944892883) (3754,0.5447783470153809) (3484,0.5443115234375) (3324,0.5389102697372437) (611,0.5369128584861755) (3616,0.5359414219856262) (3285,0.530290424823761) (3913,0.5245099663734436)
2208: (45,0.7015354633331299) (1476,0.6466580033302307) (1186,0.6183232665061951) (373,0.6057480573654175) (319,0.5955425500869751) (1563,0.5861368775367737) (272,0.5676237940788269) (187,0.5561883449554443) (2687,0.5417470932006836) (851,0.5362147092819214) (708,0.536042332649231) (372,0.5268524885177612) (159,0.5221869945526123) (2128,0.5125290155410767) (538,0.5112023949623108) (1759,0.5090038776397705) (1245,0.5064311027526855) (3858,0.5042203664779663) (2579,0.50173419713974) (3127,0.5010376572608948)
2209: (68,0.6243672370910645) (452,0.6161520481109619) (1177,0.6134625673294067) (492,0.6048591732978821) (3136,0.6032998561859131) (345,0.596979558467865) (3112,0.5944361686706543) (2696,0.5942273139953613) (618,0.5910643339157104) (2687,0.588212788105011) (3240,0.5881104469299316) (705,0.5809187293052673) (2891,0.5796452164649963) (1455,0.5787264108657837) (342,0.5772095322608948) (1180,0.5732153654098511) (1300,0.5705393552780151) (915,0.5669151544570923) (287,0.5652651786804199) (728,0.5650656819343567)
2210: (2858,0.7566757798194885) (3289,0.7460166811943054) (318,0.7074621319770813) (3747,0.7045640349388123) (3357,0.7045490145683289) (850,0.696933388710022) (3571,0.6932008862495422) (3880,0.6875195503234863) (2630,0.6849891543388367) (3556,0.6781198978424072) (3952,0.6680297255516052)* (1189,0.6648330688476562) (3192,0.6637906432151794) (306,0.6575565338134766) (1186,0.6524661183357239) (290,0.6518890261650085) (2677,0.6498664617538452) (1176,0.6476622223854065) (162,0.6459985971450806) (3568,0.6455107927322388)
2211: (2110,0.7230197787284851) (1186,0.6680629849433899) (921,0.6414322257041931) (915,0.6206396818161011) (1082,0.6170566082000732) (2132,0.5985419750213623) (948,0.5970862507820129) (3546,0.5718132257461548)* (3011,0.5677058696746826) (1963,0.5396065711975098) (1132,0.5331191420555115) (1925,0.5299224853515625) (2687,0.5268386602401733) (1081,0.525618314743042) (1931,0.5083855390548706) (2124,0.5062919855117798) (3069,0.5032934546470642) (3368,0.4957897663116455) (2929,0.4927116334438324) (1643,0.4897202253341675)
2212: (3285,0.7431854009628296) (2694,0.7379255890846252) (3797,0.709395706653595) (3177,0.7001264095306396) (2605,0.6943897604942322) (2712,0.6817256212234497) (3511,0.6805437207221985) (3646,0.6783912777900696) (3484,0.6756044030189514)* (3316,0.6631605625152588) (2842,0.6598901152610779) (2840,0.6594759225845337) (3324,0.6494068503379822) (2714,0.6484431624412537) (2959,0.6461635828018188) (3180,0.6413143277168274) (2979,0.6385726928710938) (3597,0.6373347043991089) (3821,0.6348406672477722) (3453,0.6342310905456543)
2213: (3952,0.6973560452461243) (3936,0.6388872265815735) (1480,0.6072139143943787) (2687,0.6033995151519775) (3618,0.5985066294670105) (2901,0.5875473022460938) (3515,0.5814921855926514) (3930,0.5587202310562134) (1217,0.5578768849372864) (3647,0.5552310943603516) (2700,0.5549271106719971) (735,0.5548266172409058) (3863,0.5524412393569946) (3317,0.5508891344070435) (3785,0.5460878610610962) (1617,0.5414561629295349) (3706,0.5414271354675293) (2712,0.5398581624031067) (1284,0.5381802320480347) (2158,0.537842869758606)
2214: (2687,0.6111945509910583) (492,0.5583350658416748) (318,0.5443292856216431) (915,0.516221284866333) (2762,0.5120747685432434) (708,0.47943347692489624) (2294,0.4734821617603302) (2294,0.4734821617603302) (1057,0.45738744735717773) (921,0.44305092096328735) (2690,0.440335214138031) (2396,0.4364944100379944) (2712,0.4349100887775421) (527,0.4289630651473999) (527,0.4289630651473999) (2997,0.42684614658355713) (3543,0.41958433389663696) (1230,0.4180411398410797) (2132,0.41695329546928406) (2759,0.41632476449012756)
2215: (1476,0.6080319285392761) (45,0.5717452168464661) (373,0.5304990410804749) (1627,0.5266308188438416) (532,0.5243455171585083) (1563,0.48634767532348633) (999,0.4829554557800293) (1447,0.47949644923210144) (561,0.4749961793422699) (716,0.47413370013237) (1480,0.47064709663391113) (851,0.4681849777698517) (3765,0.4657805860042572) (159,0.44729718565940857) (2165,0.4351933002471924) (2440,0.4341253340244293) (877,0.4322819411754608) (3281,0.4303457736968994) (1769,0.42426592111587524) (1120,0.4230721592903137)
2216: (2858,0.5627651810646057) (492,0.5583285093307495) (2712,0.5539162158966064) (2718,0.534447193145752) (2759,0.516994297504425) (187,0.5161124467849731) (3556,0.5136163234710693) (45,0.5054692029953003) (1186,0.5053737759590149) (2390,0.48541632294654846) (2188,0.48323243856430054) (3554,0.47718095779418945) (3566,0.4756465554237366) (1125,0.47475510835647583) (3790,0.47454318404197693) (2607,0.4727851152420044) (921,0.4684819281101227) (2598,0.4674557149410248) (3185,0.4660809636116028) (3240,0.4659912586212158)
2217: (272,0.7615175247192383) (2283,0.7137965559959412) (2110,0.7076473236083984) (373,0.705918550491333) (2290,0.6722577810287476) (492,0.6686450242996216) (1305,0.6622626781463623) (1117,0.6548212766647339) (2065,0.6499560475349426) (506,0.6484732031822205) (1131,0.6479244232177734) (3281,0.6460049748420715) (1096,0.6437164545059204) (3069,0.6418191194534302) (1057,0.6408300995826721) (45,0.6396692395210266) (1132,0.6366618275642395) (1038,0.6346200704574585) (1486,0.6329285502433777) (331,0.6302858591079712)
2218: (2901,0.5546695590019226) (735,0.5089671611785889) (1248,0.48913809657096863) (3936,0.48755407333374023)* (2158,0.4705044627189636) (2687,0.46689948439598083) (2459,0.4652688801288605) (2657,0.46239104866981506) (2202,0.4605931043624878) (2858,0.45406973361968994)* (245,0.45384591817855835) (3647,0.45021602511405945) (3930,0.4430472254753113) (922,0.4421820640563965) (2726,0.43880295753479004) (2488,0.4385126531124115) (611,0.43761590123176575) (3627,0.4365001618862152) (2449,0.4364490807056427) (2747,0.4313194453716278)
2219: (1057,0.8144567608833313) (261,0.7760379910469055) (2687,0.764491856098175) (492,0.7609248161315918) (372,0.693450927734375) (1476,0.6647566556930542) (2294,0.6545148491859436) (2294,0.6545148491859436) (1643,0.6520524621009827) (2124,0.633499026298523) (318,0.631240963935852)* (45,0.6157492399215698) (3261,0.600324809551239) (305,0.5998274087905884) (187,0.5954450368881226) (2106,0.5846490263938904) (1125,0.5823148488998413) (2297,0.5772953033447266) (1290,0.5738164782524109) (1683,0.5618048906326294)
2220: (2858,0.5298701524734497)* (3566,0.5298444032669067) (3906,0.5215394496917725) (3790,0.5206255316734314) (187,0.518683671951294) (2718,0.5117111206054688) (2390,0.504797637462616) (3185,0.5011858940124512) (3556,0.49862000346183777) (2712,0.49387064576148987) (3554,0.4908891022205353) (2607,0.4900389015674591) (3568,0.48655185103416443) (2759,0.4823196232318878) (2618,0.4763765037059784) (3851,0.4721709191799164) (3562,0.46691885590553284) (3183,0.46467825770378113) (3885,0.46286913752555847) (3129,0.46219727396965027)
2221: (1057,0.46533575654029846) (373,0.4646887481212616) (994,0.43626493215560913) (764,0.4269676208496094) (1643,0.42421260476112366) (1633,0.42320603132247925) (1186,0.41788166761398315) (319,0.41380634903907776) (45,0.4133217930793762) (492,0.4101233184337616) (2858,0.4057041108608246)* (1759,0.3955596685409546) (261,0.39299657940864563) (1683,0.3859477937221527) (556,0.3693670630455017) (308,0.36471736431121826) (3281,0.36296093463897705) (1184,0.36105912923812866) (1719,0.35895290970802307) (2283,0.3568127155303955)
2222: (1125,0.4686782956123352) (1186,0.4431920349597931) (2110,0.43378135561943054) (276,0.424805223941803) (1124,0.4187029004096985)* (492,0.4178825914859772) (2065,0.4117433726787567) (261,0.4110848009586334) (2245,0.4091147184371948) (708,0.4062288701534271) (2473,0.391913503408432) (537,0.3908978998661041) (1057,0.3898986279964447) (289,0.3878786861896515) (2745,0.37979137897491455) (2497,0.3772517442703247) (1643,0.375934898853302) (2146,0.37284988164901733) (921,0.36983731389045715) (3211,0.36894869804382324)
2223: (2687,0.6511064767837524) (2124,0.6086017489433289) (1125,0.5288676023483276) (708,0.4991277754306793) (1476,0.48630163073539734) (2110,0.4618450999259949) (492,0.4574098587036133) (1057,0.43783658742904663) (1297,0.43698692321777344) (915,0.43206942081451416) (1291,0.42939552664756775)* (2858,0.4266258180141449) (3578,0.42626771330833435) (1848,0.4255678057670593) (2011,0.42533478140830994) (1197,0.4200301170349121)* (3608,0.41565436124801636) (2901,0.4122990667819977) (2297,0.4089251160621643) (107,0.4079873859882355)
2224: (2571,0.4616505205631256) (1221,0.44587793946266174) (2366,0.4428684711456299) (318,0.43480557203292847) (2858,0.42570561170578003) (2009,0.422470360994339) (858,0.41850385069847107) (1196,0.41679874062538147) (1019,0.4149596095085144) (1240,0.40967482328414917) (2021,0.3967552185058594) (1242,0.39464184641838074) (1356,0.39451348781585693) (1387,0.39366212487220764) (2687,0.39312055706977844) (1206,0.39291802048683167) (1219,0.38822370767593384) (2363,0.3853304386138916) (3213,0.38355955481529236) (589,0.38320600986480713)
2225: (2687,0.3697229325771332) (2110,0.3665429353713989) (915,0.35734477639198303) (2870,0.3190006911754608) (921,0.31427228450775146) (2946,0.2921786904335022) (1022,0.28998056054115295) (2124,0.2844860255718231) (1238,0.2794787883758545) (2294,0.27390506863594055) (2294,0.27390506863594055) (898,0.2723023593425751) (1226,0.2696399390697479) (3061,0.25953829288482666) (1963,0.2585899829864502) (1297,0.2570500671863556) (2398,0.25375866889953613) (2747,0.2535721957683563) (3040,0.2530648410320282) (1925,0.25303980708122253)
2226: (858,0.4723081588745117)* (2028,0.45230868458747864) (1476,0.4491598308086395) (527,0.446552574634552) (527,0.446552574634552) (593,0.4461733400821686) (2959,0.4404218792915344) (318,0.4316140115261078) (356,0.4302569031715393) (3578,0.4301557242870331) (2687,0.42500048875808716) (3408,0.42167147994041443) (3408,0.42167147994041443) (2997,0.42037567496299744) (3618,0.41916802525520325) (3952,0.4090273678302765) (2294,0.39535853266716003) (2294,0.39535853266716003) (2692,0.3906819820404053) (3203,0.3845023810863495)
2227: (527,0.5736919045448303) (527,0.5736919045448303) (2762,0.5662078857421875) (1242,0.5468099117279053) (2028,0.5301978588104248) (2571,0.5228744745254517) (1573,0.5200681686401367) (1291,0.49165159463882446) (1387,0.48118042945861816) (920,0.4779648780822754) (1221,0.47652432322502136) (318,0.47591325640678406) (1610,0.4609864056110382) (1287,0.45563021302223206) (1287,0.45563021302223206) (1090,0.4542420208454132) (1617,0.4523469805717468) (1201,0.4509553015232086) (2401,0.4483467638492584) (1197,0.4290653467178345)
2228: (1573,0.6805229187011719)* (2858,0.6607717871665955) (2762,0.6166630387306213) (1544,0.5457431077957153) (1196,0.5354363918304443) (1527,0.5206713676452637) (2989,0.5200402736663818) (3946,0.5175611972808838) (1476,0.5175509452819824) (858,0.5175142288208008) (527,0.5170279741287231) (527,0.5170279741287231) (3697,0.5147709250450134) (2617,0.513530969619751) (1603,0.51239013671875) (2687,0.5114598274230957) (593,0.5105634927749634) (3701,0.5101738572120667) (2901,0.5093690156936646) (318,0.5085486173629761)
2229: (2858,0.5156673192977905) (2384,0.5068249702453613) (3174,0.47768205404281616) (2390,0.4671054184436798) (3515,0.4580150246620178) (2718,0.44409990310668945) (3566,0.4395887851715088) (3185,0.4340454339981079) (805,0.4303828179836273) (344,0.42671507596969604) (3129,0.4244326651096344) (3906,0.41821569204330444) (318,0.4180141091346741) (3594,0.4158531129360199) (3250,0.41530197858810425) (2770,0.41344135999679565) (2359,0.40356191992759705) (3189,0.3998570442199707) (1619,0.3840198814868927) (3261,0.3792259097099304)
2230: (2175,0.8820518851280212) (1650,0.8667575120925903) (254,0.8606931567192078) (2062,0.8487862348556519) (261,0.8299280405044556) (1643,0.8281571865081787) (1668,0.8112698793411255) (2801,0.8069783449172974) (2522,0.806688666343689) (1366,0.8033995628356934) (1177,0.7848198413848877) (2998,0.7821725606918335) (1733,0.7783510684967041) (1498,0.7757681608200073) (1735,0.7658904790878296) (1486,0.765073299407959) (1633,0.7631839513778687) (1651,0.7622964978218079) (1399,0.749595046043396) (1624,0.7468225359916687)
2231: (1186,0.5327250361442566) (1125,0.49177074432373047) (915,0.4879037141799927) (948,0.47916457056999207) (2065,0.45919269323349) (921,0.45112860202789307) (1162,0.4455476403236389)* (1238,0.43852001428604126) (3546,0.4384903311729431) (2132,0.4372212886810303)* (492,0.43403539061546326) (1963,0.43332138657569885) (1082,0.4291328191757202) (3069,0.4213618040084839) (2211,0.4145384132862091) (1131,0.4095141589641571) (272,0.4084925353527069) (3088,0.40152281522750854) (2870,0.39729881286621094) (1934,0.3884122669696808)
2232: (261,0.5511029958724976) (1643,0.47377443313598633) (2687,0.47282636165618896) (764,0.460979700088501) (1186,0.4584949016571045) (708,0.45642492175102234) (373,0.4553462266921997) (2124,0.4353029131889343) (1480,0.43215411901474) (319,0.4192105531692505) (307,0.41623350977897644)* (1184,0.4115969240665436) (2858,0.4079979360103607)* (1759,0.40647029876708984) (1535,0.4050235152244568) (2294,0.4040587246417999) (2294,0.4040587246417999) (1683,0.3953544795513153) (1125,0.39421531558036804) (851,0.393503338098526)
2233: (1125,0.632584273815155) (915,0.6104236841201782) (492,0.5907028913497925) (2110,0.5615094900131226) (2687,0.51987224817276) (921,0.5190829038619995) (1186,0.4976384937763214) (1057,0.49095839262008667) (2065,0.4835186004638672) (708,0.4695703387260437) (2870,0.461237370967865) (1963,0.455626517534256) (2245,0.45106828212738037) (261,0.45078450441360474) (2124,0.4378281831741333) (1096,0.43414008617401123) (1081,0.4264812171459198) (356,0.41313832998275757) (2132,0.41114750504493713) (1238,0.4099127948284149)
2234: (2132,0.6315515041351318) (921,0.6075356602668762) (615,0.6003777384757996) (1217,0.5946224927902222) (3095,0.5505443811416626) (3814,0.5480307340621948) (1104,0.5416669845581055) (1362,0.5321545004844666) (1252,0.5271645784378052) (3469,0.524186372756958) (3201,0.5170456171035767) (1082,0.5057059526443481) (1945,0.5043637156486511) (1204,0.5010433793067932) (3093,0.4962180256843567) (3435,0.49457401037216187) (915,0.49206221103668213) (908,0.48422855138778687) (3038,0.4810449779033661) (1899,0.48033079504966736)
2235: (276,0.7966124415397644) (840,0.7424317002296448) (1474,0.6943264007568359) (2799,0.6887173652648926) (1489,0.6873404383659363) (1895,0.6847296953201294)* (2718,0.6786162257194519) (813,0.6781365275382996) (333,0.6778870224952698) (38,0.6772464513778687) (489,0.6757663488388062) (2036,0.6735647916793823) (3669,0.6707127094268799) (700,0.6696765422821045) (424,0.6693776845932007) (27,0.6653244495391846) (437,0.6566830277442932) (2587,0.6565389037132263) (1837,0.6556490063667297) (1760,0.6506575345993042)
2236: (2718,0.7083880305290222) (3617,0.703215479850769) (3566,0.6987518072128296) (2687,0.6939495801925659) (2762,0.6929925680160522) (3511,0.6891007423400879) (3285,0.6873463988304138) (3579,0.6836618781089783) (3515,0.6831042766571045) (3326,0.6779377460479736) (3316,0.6730265617370605) (3618,0.6719241142272949) (3790,0.6701949834823608) (3906,0.6673812866210938) (3453,0.6637996435165405) (3484,0.6616770029067993) (3952,0.6606716513633728) (3826,0.6601200103759766) (2712,0.6556207537651062) (3594,0.6514661908149719)
2237: (1186,0.7785018086433411) (1643,0.7754734754562378)* (1177,0.7213172912597656) (261,0.7162849307060242) (492,0.7101969122886658) (1057,0.7038459777832031) (1683,0.68683922290802) (116,0.6829714775085449) (2065,0.6571161150932312) (1733,0.65357506275177) (1633,0.6517290472984314) (2175,0.63960862159729) (2417,0.6309850811958313) (1125,0.6282249689102173) (753,0.6263465881347656) (2738,0.6259862184524536) (2283,0.6190814971923828) (831,0.6183057427406311) (2132,0.6151043772697449) (2197,0.6148353219032288)
2238: (764,0.6941574215888977) (1057,0.6381484270095825) (272,0.6355761289596558) (1633,0.6214346289634705) (1759,0.6114733815193176) (308,0.6078617572784424) (1176,0.6048997640609741) (617,0.6011108160018921) (373,0.5997137427330017) (1038,0.5927547812461853) (483,0.5907697081565857) (850,0.5906009674072266) (506,0.5849116444587708) (1186,0.5807233452796936) (1117,0.5775812864303589) (1574,0.575169563293457) (3281,0.5738674998283386) (1502,0.5700708627700806) (1683,0.5677092671394348) (2192,0.5667834877967834)
2239: (2571,0.6821643114089966)* (318,0.6812188029289246) (1573,0.6154775023460388) (1387,0.6091270446777344) (648,0.5970517992973328) (2959,0.5882849097251892)* (2549,0.5877355933189392) (163,0.5872481465339661) (2712,0.5846340656280518) (3889,0.5771685242652893) (3785,0.5771088600158691) (748,0.5708734393119812) (1221,0.5686479210853577) (2997,0.5669336915016174) (3753,0.5630519390106201) (2812,0.5578048229217529) (353,0.5562715530395508)* (2625,0.555342435836792) (2687,0.5548598766326904) (2722,0.5489657521247864)
2240: (2287,0.5802356600761414) (2901,0.5433462858200073) (1573,0.5102494359016418)* (3153,0.5055612325668335) (2762,0.5045255422592163) (2657,0.5008193254470825) (3701,0.49420517683029175) (1376,0.4920533001422882)* (1242,0.48914068937301636) (541,0.4837089478969574) (2993,0.48270636796951294) (1019,0.48254525661468506) (2628,0.4801430404186249)* (3770,0.47989940643310547) (648,0.47878292202949524) (674,0.47800925374031067) (748,0.46960949897766113) (1201,0.46791163086891174) (1387,0.4667665958404541) (858,0.4663267433643341)
2241: (1125,0.5825642347335815) (1925,0.5162371397018433) (2110,0.5056558847427368) (1931,0.5051491856575012) (915,0.502825140953064)* (3368,0.4977951645851135) (2939,0.47665584087371826) (1022,0.4759439527988434) (2211,0.47138237953186035) (921,0.4669332504272461) (2181,0.46329089999198914) (2204,0.4601212739944458) (2184,0.4571775794029236) (2747,0.45379218459129333) (2132,0.4499310255050659) (944,0.44824308156967163) (2202,0.445722371339798) (2177,0.44568854570388794) (3492,0.44543349742889404) (3365,0.44121572375297546)
